index,요리이름,칼로리,탄수화물,단백질,지질,나트륨,콜레스테롤,식이섬유,칼슘,비타민c,당류
469,초우지단,25.7,5.7,75.0,59.1,51.3,498.8,24.3,32.0,44.9,0.0
470,봄동 겉절이,14.0,17.4,40.3,11.9,31.3,4.5,106.3,121.8,905.8,0.0
471,몽골리안 비프,12.8,4.6,48.4,20.5,61.8,16.4,28.5,26.1,87.2,0.0
472,유채나물무침,16.8,9.2,11.1,8.8,25.9,0.0,27.9,23.1,18.8,0.0
473,오야코동,10.2,3.4,33.9,11.0,7.5,109.5,14.1,13.6,25.6,0.0
484,달래장 곤드레밥,27.9,34.4,24.0,10.3,150.7,0.0,23.7,8.5,8.2,0.0
485,피스타치오 사브레,15.6,10.3,8.3,34.7,9.3,23.6,5.6,2.6,0.3,0.0
486,유니짜장면,36.0,23.9,49.0,63.1,99.3,111.1,42.4,13.7,22.3,1.4
487,골뱅이 비빔국수,34.0,48.5,69.3,28.2,207.3,77.5,47.6,22.4,26.3,0.0
488,열무비빔냉면,28.1,30.3,34.3,21.0,92.3,45.1,31.6,10.5,17.1,0.0
489,열무비빔국수,1209.3,2667.5,2454.5,197.7,10980.8,0.0,2062.2,414.3,42.4,0.0
490,고추장찌개,19.1,13.4,50.2,20.7,45.3,20.2,28.0,6.3,53.3,0.0
491,고추장찌개,11.1,7.2,33.6,14.6,17.2,11.1,26.6,45.8,33.7,0.0
492,소고기 된장찌개,8.7,5.2,26.4,14.0,43.3,0.0,22.1,27.8,24.5,0.0
495,열무비빔국수,19.6,38.2,38.5,10.6,177.9,0.0,41.0,22.6,29.4,0.0
496,골뱅이 비빔국수,24.0,40.0,58.3,11.7,193.9,32.3,35.1,10.9,10.8,0.0
497,차돌박이 된장찌개,7.8,4.3,27.1,10.1,50.1,8.6,14.9,11.0,24.9,0.0
500,간장 비빔국수,20.0,39.0,34.2,9.5,162.9,0.1,30.7,6.3,2.8,0.0
501,차돌박이 된장찌개,31.9,13.2,109.1,54.4,98.5,39.5,60.5,92.0,82.8,0.0
502,차돌박이 된장찌개,20.4,10.9,69.6,28.2,91.7,17.2,35.2,25.5,48.4,0.0
503,김치비빔국수,46.0,81.8,37.1,4.4,145.9,0.0,51.4,8.0,14.5,0.0
504,비빔국수,27.8,43.8,51.0,21.6,221.0,99.8,43.3,12.3,11.5,0.0
506,사과 김치 비빔국수,32.5,39.0,36.1,14.7,163.2,45.1,43.0,18.2,44.0,0.0
507,참치마요 주먹밥,15.5,11.6,28.5,23.4,15.7,7.8,8.0,6.2,15.9,0.0
508,캘리포니아롤,21.8,23.7,21.7,22.5,24.2,7.3,10.2,16.0,7.4,0.0
509,사골국수 ,27.9,28.7,37.5,18.5,67.2,270.6,16.3,9.2,45.4,0.0
510,치즈아이스크림,13.0,11.2,15.6,17.8,6.5,10.6,3.6,36.2,2.0,7.9
511,불닭게티 ,23.8,10.1,9.0,15.5,19.6,0.0,7.5,1.5,0.0,0.0
514,오뎅찌개,17.1,11.3,49.8,21.0,131.8,23.7,19.7,50.7,10.9,0.0
517,프렌치 토스트 ,23.2,17.1,42.2,30.7,19.3,158.9,14.3,16.9,1.0,0.0
520,웅떡웅떡,27.8,33.5,16.3,16.6,85.7,0.0,8.3,2.4,0.7,0.0
521,차돌박이 된장찌개,59.6,1.3,273.4,115.0,141.6,113.3,14.4,29.7,18.0,0.0
522,밥피자,8.2,8.6,12.0,6.9,7.3,35.5,4.4,2.5,13.1,0.0
523,현미두유리조또,20.6,22.3,32.2,15.1,14.3,0.2,43.1,10.5,10.5,0.5
524,raw 파베초콜렛,11.2,12.5,9.0,14.4,2.9,0.0,13.7,6.1,1.0,1.5
525,아몬드밀크,22.4,4.5,25.4,79.7,1.8,0.0,31.8,27.2,0.0,0.0
527,현미전복영양밥,14.4,19.4,11.5,3.1,2.7,0.3,16.2,2.2,16.4,0.0
528,에그&베이컨치즈샌드위치,37.6,14.4,52.4,38.9,44.9,122.4,14.9,12.6,9.6,0.0
531,고등어김치찜,9.2,1.6,34.9,17.9,4.9,27.3,7.1,14.6,14.0,0.0
532,콩국수,36.7,40.2,86.3,59.5,166.5,7.3,53.9,76.6,2.0,1.4
534,검은콩국수,65.7,84.5,58.2,2.1,274.5,0.0,37.4,4.3,0.0,0.0
536,실곤약 콩국수,9.2,5.8,30.8,13.0,61.9,0.0,56.4,42.8,24.4,0.0
537,콩국수,29.3,27.1,50.8,25.9,108.3,6.1,30.3,46.9,19.6,0.0
541,메밀 두부 콩국수 ,21.5,14.9,58.3,27.9,91.7,0.7,34.7,58.8,7.4,0.0
544,콩국수,32.1,28.2,64.9,31.6,66.3,24.9,56.8,21.8,1.9,0.0
545,피망절임,6.8,0.7,0.4,26.5,20.4,0.6,0.3,0.7,0.8,0.0
546,카르쵸피 리피에니,16.5,9.9,22.7,35.1,17.9,4.8,38.1,30.6,19.8,3.1
548,딸기 티라미수,48.3,29.2,14.9,121.4,13.3,49.9,2.1,18.3,15.5,2.6
549,호박고로케,17.9,10.7,48.7,27.9,13.0,249.8,33.1,25.9,87.5,0.0
550,두부짜장면,28.4,32.0,40.4,15.1,63.0,0.2,43.3,23.2,25.2,0.0
551,애호박전,7.5,11.2,7.0,0.6,17.0,0.0,9.9,5.9,21.9,0.0
552,구운 파프리카,1.9,2.4,4.1,2.0,0.5,0.0,11.8,0.9,181.6,0.0
553,김치밥,37.4,42.3,22.9,40.0,0.6,0.0,6.7,1.2,0.0,0.0
555,해산물샐러드,9.5,2.1,42.6,12.3,20.9,89.2,2.8,6.9,13.6,0.0
556,단호박 컵 케이크,95.2,32.2,55.6,287.7,14.2,568.3,0.0,48.0,0.0,0.0
557,사천식 쇠고기볶음,53.5,14.3,88.4,149.3,100.5,46.7,39.8,22.5,22.9,0.0
558,매운오뎅,5.5,6.1,13.1,3.8,33.6,6.6,22.2,15.9,16.1,0.0
560,몬테크리스토샌드위치,118.1,39.4,63.1,378.8,95.5,48.7,26.2,53.6,1.0,0.0
562,고추장찌개,19.6,12.2,33.9,35.8,48.6,9.2,21.5,19.8,31.3,0.0
564,망고 연어 카나페,21.3,15.6,29.1,16.6,7.4,8.8,14.1,23.5,43.5,0.0
570,에그 모닝 샌드위치,21.0,10.2,37.1,23.0,39.8,129.7,6.5,21.2,1.5,0.0
572,마녀수프,4.9,4.2,22.4,0.9,1.9,9.5,14.1,6.0,82.6,0.0
575,꽁치고추장찌개,18.1,6.4,38.6,43.8,59.0,25.7,15.7,40.9,48.0,0.0
577,삼겹살사과구이,66.9,28.6,100.1,168.4,7.5,55.7,41.0,10.0,38.2,0.0
580,까르보나라,40.0,20.9,62.5,40.8,33.7,212.3,12.7,9.9,5.6,0.0
584,뼈다귀 감자탕 ,17.9,13.1,16.7,10.6,18.0,0.2,41.0,24.7,73.8,0.0
585,소갈비찜 ,54.7,21.0,92.1,129.6,124.2,62.6,37.2,13.8,30.3,3.1
586,게살덮밥,8.9,3.8,10.9,20.9,19.4,3.1,7.9,17.1,5.9,0.0
592,오쏘야,49.9,14.0,114.7,128.4,109.3,341.6,43.8,39.7,480.6,0.0
593,치즈불닭,40.4,26.4,112.3,38.1,61.7,73.5,27.4,26.8,37.5,0.0
595,달걀 범벅,13.8,3.6,43.2,28.7,11.0,206.2,13.3,11.0,21.6,0.0
600,김치콩나물국,5.4,3.6,28.5,6.7,76.3,14.6,29.3,44.8,23.4,0.0
601,이것이원윌이닭,4.4,4.7,10.1,1.5,36.6,4.8,8.0,1.9,11.3,0.0
602,자몽청,21.5,33.6,1.9,0.3,0.2,0.0,6.4,5.6,51.1,0.0
603,자몽청,17.7,27.6,1.9,0.3,0.2,0.0,6.4,5.6,51.1,0.0
604,단호박튀김,103.0,31.0,15.4,363.1,37.1,1.5,16.8,10.6,29.2,4.8
605,두부카나페,11.4,4.8,22.2,27.7,66.2,0.0,13.5,24.4,4.5,0.0
606,고등어 데리야끼구이,22.7,10.7,67.0,34.7,96.4,46.0,3.6,9.7,7.3,0.0
607,돼지앞다리살야채구이,21.8,5.5,63.8,48.6,6.0,40.3,17.0,6.3,17.0,0.0
608,오이지,1.1,1.4,4.2,1.2,138.3,0.0,12.5,11.2,18.7,0.0
609,닭가슴살오렌지샐러드,18.8,4.0,11.0,63.3,34.8,4.8,5.4,4.2,36.9,0.0
610,연어초밥,23.2,19.4,47.4,25.2,50.7,24.9,5.3,6.0,9.2,0.1
611,칠리만두,35.6,27.2,57.0,50.5,29.6,73.6,7.6,6.6,9.2,0.2
612,닭갈비,16.0,6.8,58.5,22.5,33.4,40.0,9.5,4.3,9.5,0.0
613,아빠표 김치참치볶음밥,10.7,6.4,30.6,14.6,45.0,133.0,10.4,9.9,10.0,0.0
618,블루베리또띠아피자,17.6,17.8,9.6,24.8,1.8,0.0,21.9,9.4,4.1,1.7
619,묵사발,7.9,6.3,5.6,14.3,4.1,56.3,10.6,8.9,2.4,0.0
620,라면 부리토,26.6,26.3,21.5,31.0,45.4,0.3,42.3,18.3,0.1,2.5
621,베이컨 말이 감자 튀김,110.4,16.0,53.8,357.3,149.3,28.1,14.5,24.7,61.7,0.0
622,망고무스 ,2.5,3.7,2.4,0.1,1.5,0.0,2.7,1.3,12.1,0.0
624,치즈가래떡,9.4,4.6,16.5,20.6,22.0,13.5,2.9,37.9,3.1,0.0
626,수박소주,22.8,19.3,17.5,9.4,0.6,0.0,9.6,1.7,168.0,0.0
627,연복풍덮밥,10.6,9.2,16.5,14.3,42.5,27.6,8.8,15.7,5.1,0.0
628,청포도타르트,18.7,12.3,11.1,42.8,8.2,47.3,7.3,6.8,4.4,0.0
629,딸기요거트 아이스크림,29.5,31.3,31.9,23.5,0.8,13.3,4.0,118.6,40.7,0.0
630,뻥튀기아이스크림,20.4,17.4,11.2,33.8,9.3,31.3,10.8,32.5,0.6,0.0
632,스무디 보울,11.6,14.4,9.2,12.5,2.1,0.0,36.5,6.0,69.2,2.2
633,헤이즐넛 소스 브로콜리,14.9,11.5,32.8,28.8,16.9,0.0,49.4,22.8,328.5,0.2
634,치즈듬풍토스트,25.4,15.4,38.4,44.8,29.4,19.6,15.9,44.7,0.0,1.7
635,백종원 치킨,69.4,51.1,155.8,86.0,268.1,91.2,42.7,33.6,26.1,0.0
636,파인애플 오이 살사 ,5.0,6.2,6.4,4.7,2.4,1.4,22.9,8.1,50.2,0.0
637,치즈케이크 ,48.4,22.4,24.3,139.2,26.4,44.4,6.0,33.4,6.2,0.1
638,까르보나라,82.1,3.0,152.9,127.8,162.5,269.9,0.8,149.2,4.3,0.0
639,오이고추 된장무침,4.0,3.0,5.0,7.1,42.8,0.0,4.5,2.4,2.2,0.0
640,맥 앤 치즈,44.9,35.3,66.6,68.6,50.1,42.3,22.8,91.4,4.6,0.0
641,감자크로켓,77.0,13.9,40.0,282.1,40.2,168.8,17.4,10.6,61.3,0.0
642,월남쌈,41.3,56.5,28.5,39.2,33.9,52.4,74.1,21.5,109.8,0.0
644,초코 아이스 바,8.5,7.8,6.5,14.7,3.2,4.1,2.2,13.1,0.7,0.0
645,라면 치킨 ,37.0,23.7,71.7,55.2,112.6,38.1,12.9,10.5,3.1,0.0
646,프로즌 핫 초콜릿,50.0,25.5,24.2,142.5,11.1,56.4,11.9,54.1,2.8,0.0
647,햄버거,87.7,125.6,249.1,116.8,255.5,67.2,83.0,233.1,49.0,93.7
648,블루밍 어니언 ,10.2,5.8,14.4,20.6,24.1,54.3,11.1,12.3,7.6,0.2
649,리코타 샐러드 파스타,23.6,26.5,23.9,19.6,1.0,2.0,53.8,9.4,21.0,0.1
650,두부조림,9.6,3.1,27.8,23.1,45.2,0.1,21.2,29.0,4.5,0.0
651,광토스,7.9,2.3,17.4,10.6,19.4,13.1,0.2,31.1,0.0,0.0
652,초계탕,34.5,29.5,101.6,17.4,70.8,147.8,29.2,18.5,28.5,0.0
653,문어연포탕,2.9,0.8,1.2,0.2,30.5,0.0,6.0,1.6,12.6,0.0
654,골빔면,30.5,21.3,58.7,42.1,87.9,79.3,0.0,18.8,1.4,20.7
655,소보로 브레드 푸딩,13.7,8.5,20.2,26.7,8.8,56.9,3.9,22.8,1.3,2.4
656,단호박 아몬드밀크 파스타,24.3,23.6,31.6,24.4,35.2,6.9,43.2,42.0,1.2,0.0
657,초콜릿 케이크 ,20.4,10.7,11.9,52.6,4.4,14.8,7.9,14.5,0.2,4.3
658,감자튀김 ,38.0,22.4,17.8,97.2,128.5,21.1,16.4,17.6,12.8,0.0
660,티라미수,25.0,17.4,26.7,53.2,17.2,122.1,1.9,22.5,0.4,0.0
661,곤약구이,7.7,10.5,1.8,3.0,35.3,0.0,12.0,0.9,0.7,0.0
662,콜리플라워 라이스 ,10.4,8.2,11.7,21.5,11.2,0.9,35.7,15.3,144.5,2.1
663,연어스테이크,42.3,26.1,43.2,77.5,12.4,13.7,38.6,23.3,2.9,1.6
664,치즈감자전,4.0,0.8,12.3,8.9,12.6,68.6,0.0,9.4,0.0,0.0
665,맥앤치즈볼프라이,97.7,23.6,32.9,350.9,20.1,42.7,16.7,16.6,0.3,0.0
666,바베큐립 ,17.4,11.9,18.1,23.8,88.0,6.6,13.4,13.4,8.0,0.3
667,족발불고기,24.9,11.3,49.8,53.7,77.1,35.5,20.8,9.7,23.7,0.0
669,치킨마요덮밥,8.4,6.3,19.5,10.6,32.6,100.4,13.3,9.3,16.7,0.0
670,꼬꼬뱅,60.4,13.6,100.8,63.8,21.7,69.9,15.9,22.1,50.4,8.4
671,블루베리 치아씨드 머핀,10.8,11.0,11.7,10.9,7.9,17.4,14.8,12.1,4.1,0.0
673,소시지야채볶음,43.1,16.5,125.7,78.3,44.6,66.7,4.8,8.8,12.4,0.0
674,전자레인지 양파링,20.6,14.3,38.5,32.5,25.4,153.5,14.9,18.1,7.9,0.0
675,삼겹살 냉채,51.3,14.5,83.2,141.4,9.7,45.8,15.5,13.8,82.6,0.0
676,고추장찌개,13.7,9.6,21.5,23.9,44.6,7.5,17.8,5.7,37.8,0.0
677,오꼬노미야끼,39.0,13.2,105.4,37.3,55.1,152.7,20.6,31.6,60.4,0.0
678,소시지 캠핑요리    ,13.4,6.1,22.5,31.2,11.5,11.8,6.2,14.6,25.4,0.0
679,스팸프라이 ,44.0,9.7,6.1,46.8,104.7,10.7,3.7,3.8,3.4,0.0
680,훈제연어 에그 베네딕트,35.7,5.8,28.3,122.2,37.9,205.7,7.6,15.3,10.4,0.0
681,샌드위치,12.4,3.5,13.0,16.7,15.1,9.8,3.8,1.2,2.0,0.0
682,탕수육,28.4,17.6,54.3,49.1,47.0,69.9,11.4,17.4,62.4,0.0
683,카레소스 병아리콩 버거,10.6,6.4,5.9,20.8,6.9,0.2,16.8,10.4,14.9,0.4
684,누텔라 초코 밀크레이프,37.1,25.3,39.0,70.5,39.4,91.1,7.5,65.5,2.5,0.2
685,버섯 & 베이컨 크림 리조또,60.7,28.5,50.0,122.4,53.2,62.6,31.3,29.7,23.4,0.0
686,시금치 샐러드,16.1,1.3,12.9,42.3,14.6,6.2,8.1,4.0,36.5,0.0
687,알리오 올리오,47.3,39.3,41.5,91.2,354.1,0.0,114.6,45.1,73.5,19.5
688,크레미 & 오이롤 초밥,8.7,11.5,14.2,1.9,14.6,2.5,13.7,19.9,21.9,0.0
689,감자햄볶음,4.6,4.3,9.0,4.6,7.6,2.5,7.9,2.0,75.9,0.0
690,바나나토스트,18.6,16.7,28.6,20.7,8.5,105.1,14.7,14.0,7.7,0.0
691,바나나토스트,34.3,16.0,25.7,17.5,7.2,103.3,14.7,6.5,7.2,0.0
692,치즈베이컨말이,90.5,25.6,109.8,95.2,137.2,72.5,3.4,42.3,4.9,0.0
693,참나물 봉골레 파스타,24.0,23.8,63.1,8.4,37.6,44.1,49.9,29.6,11.7,0.0
694,누텔라 프렌치토스트 롤,37.0,27.6,25.7,24.2,7.8,43.7,23.4,9.0,11.4,1.7
695,닭계장,26.4,2.5,94.7,59.7,41.7,83.5,12.6,7.9,14.0,0.0
696,깐풍만두,9.0,7.1,15.4,12.8,72.7,40.6,20.6,5.4,132.8,4.7
697,마약옥수수,71.3,58.7,100.5,118.2,46.8,40.0,64.8,81.6,0.0,0.0
698,김치 칼국수,30.4,37.8,39.9,6.3,186.8,0.0,55.0,24.4,45.3,0.0
699,해파리냉채,6.4,5.9,15.9,6.4,35.5,4.7,6.0,9.6,8.4,0.0
700,나쵸참나물샐러드,20.1,7.9,46.7,49.4,37.9,0.1,30.2,44.7,4.2,0.0
701,망고모히또,35.5,16.6,3.2,0.7,0.2,0.0,18.8,7.9,62.1,0.0
702,알리오 올리오 가지 & 토마토 파스타,7.3,8.2,11.1,10.1,16.4,0.0,32.3,10.2,62.1,2.0
703,잉글리시 머핀,36.4,15.1,63.8,47.9,83.3,148.1,19.5,28.4,44.6,0.0
704,시리얼 바 ,18.1,14.5,8.4,35.6,11.0,4.6,7.9,1.6,8.2,0.0
705,닭칼국수,32.2,1.8,118.3,72.9,26.4,129.3,3.3,7.9,10.5,0.0
706,양배추롤,17.1,6.7,68.0,24.3,57.4,74.6,30.8,22.2,124.4,0.0
707,브로콜리 치즈 퀘사디아,26.4,23.4,36.2,27.2,34.6,11.2,46.8,48.4,67.4,2.5
708,감자채 전,14.5,6.5,5.5,43.8,7.0,0.1,7.3,3.4,37.1,0.0
709,딸기초콜렛타르트,41.4,19.6,11.2,118.8,5.8,28.8,16.9,11.1,7.7,1.3
710,초코토핑 츄러스,39.8,18.9,27.4,25.4,26.2,154.6,4.5,8.4,0.0,0.0
711,밀푀유나베,22.8,10.4,76.8,39.9,31.1,32.3,63.6,48.1,149.3,0.0
712,레몬 파운드케이크,13.9,16.2,9.1,10.2,2.0,4.4,10.4,7.1,51.8,0.0
713,카라멜 사과,58.5,60.2,2.5,89.6,16.3,48.1,10.3,5.3,7.2,0.0
714,부추겉절이,3.4,1.7,6.6,8.3,11.6,1.7,11.3,10.7,21.6,0.0
715,카라멜 모카,118.5,94.7,59.8,243.4,66.1,114.5,4.9,62.4,0.0,0.0
716,삼겹살 꼬치구이,42.8,13.2,66.8,118.2,51.8,33.9,21.9,6.5,17.2,0.0
717,소시지 핫바,23.4,14.0,64.1,30.6,59.6,72.1,5.3,23.1,4.4,0.0
718,닭꼬치,21.2,13.4,63.9,14.4,205.7,44.3,5.3,6.6,11.6,0.0
719,삼겹살덮밥,37.0,11.3,53.7,103.5,102.0,27.5,6.3,5.7,14.2,0.0
720,오렌지 치킨,40.8,32.4,103.7,31.8,60.3,92.5,12.6,14.6,20.8,0.0
721,코코넛 쉬림프 ,8.2,3.2,39.1,2.0,17.9,53.0,2.2,11.4,1.1,0.0
722,참치 감자전,14.5,11.1,34.7,16.9,18.3,27.8,15.1,10.7,43.5,0.0
723,해피투게더 야간매점 심심수수,31.9,37.1,23.0,22.9,187.0,0.0,35.3,15.1,18.0,0.0
724,통오징어구이,24.8,8.0,130.1,21.2,78.4,267.5,16.5,16.0,12.8,7.0
725,도라야끼,13.0,13.9,15.4,8.6,6.7,79.8,2.7,8.1,0.1,0.0
726,감자구이,17.4,12.4,23.3,31.9,15.2,11.0,16.7,22.8,96.0,0.0
727,카레 치킨 샐러드,4.3,4.3,6.5,5.6,12.6,0.7,16.1,7.9,37.5,0.0
729,브리또 ,37.0,26.6,78.4,40.4,55.3,35.1,26.6,27.8,171.9,0.0
731,소고기 쌀국수 볶음면,17.1,21.1,35.6,20.4,22.5,11.6,25.0,13.4,42.8,0.0
732,불닭볶음면,46.5,4.1,98.0,21.0,27.7,146.6,8.6,37.7,41.2,0.0
733,떡꼬치,18.9,18.2,10.3,25.1,74.9,8.7,11.7,5.2,0.2,0.0
734,수박케이크,18.7,14.6,12.8,44.4,0.9,16.6,7.0,6.1,107.7,0.0
735,수박 가스파초,5.0,7.5,8.7,2.6,2.4,0.2,14.4,6.2,92.2,0.0
736,핫 윙 ,52.9,15.9,127.4,119.4,14.1,137.5,56.9,9.5,10.8,0.0
737,식빵치즈스틱,38.2,31.0,68.9,40.4,57.3,126.8,22.5,62.9,0.4,0.0
738,수박냉면,29.9,37.2,39.3,31.1,78.2,45.1,42.1,13.6,223.3,0.0
739,고추 튀김,13.9,3.1,21.0,42.2,35.0,24.2,0.8,32.8,0.7,0.3
740,탕수만두,30.5,30.2,43.1,27.2,29.0,44.1,19.1,8.8,14.8,0.0
741,매운 닭볶음탕,87.6,22.7,244.6,185.2,114.5,271.7,44.0,29.8,68.2,0.0
742,떡볶이,18.8,20.4,22.9,15.4,66.9,50.9,32.6,23.5,31.6,0.0
743,캔디 베이컨 ,34.2,11.9,29.0,42.0,35.9,20.7,4.8,4.0,1.6,0.0
745,씨앗호떡,8.1,7.3,3.8,14.4,0.3,0.0,7.8,1.8,0.0,10.3
747,돼지등갈비 김치찜,52.2,17.0,155.1,112.8,216.9,80.8,76.6,64.9,87.2,0.0
748,LA갈비,6.9,4.9,5.7,13.5,65.2,0.0,8.3,13.4,2.1,0.0
749,레드와인 소스,27.6,0.9,86.9,62.2,58.5,56.0,0.7,12.8,2.8,0.7
750,스팸 고추장볶음밥,39.5,28.2,16.8,21.3,62.1,0.2,11.3,4.2,6.0,0.0
751,삼겹살 숙주볶음,54.1,5.7,106.0,167.6,87.8,55.0,15.0,7.3,22.0,0.0
752,목살스테이크,68.4,19.9,87.2,53.1,59.9,95.0,38.9,18.7,91.8,5.1
753,쉬림프 파스타,17.6,1.6,30.9,49.1,91.8,43.3,4.4,34.4,14.4,1.1
754,젤리샷,5.9,6.4,5.1,2.4,0.2,0.0,5.1,2.1,57.1,0.0
755,닭가슴살 데리야끼 구이,9.5,6.5,47.5,1.2,2.3,24.0,15.6,5.2,21.2,0.0
756,레드와인 닭가슴살구이,23.7,6.2,92.0,27.6,23.9,58.2,14.3,11.5,57.7,2.5
757,칵테일 상그리아,14.0,22.2,11.8,4.8,1.9,0.0,32.6,16.8,188.7,0.0
759,닭가슴살 데리야끼 스테이크,8.8,5.5,47.2,1.4,5.8,24.0,24.9,5.7,47.0,0.0
760,크림 파스타,42.7,1.0,47.4,162.7,168.0,83.5,0.4,108.5,0.0,0.0
761,누텔라 브라우니,21.4,2.3,7.1,4.2,1.9,39.9,1.0,1.7,0.0,0.0
762,바나나 팬케이크 ,19.8,12.3,31.0,40.2,14.1,209.5,28.6,14.4,19.0,0.0
763,닭가슴살 샌드위치,18.3,11.9,65.3,15.0,8.3,125.5,21.3,12.1,36.2,0.0
765,차돌박이 고추장찌개,9.7,7.5,28.0,9.6,35.7,8.7,18.7,7.8,26.7,0.0
766,닭가슴살 부침,14.5,2.1,71.6,21.3,12.0,222.8,9.6,13.4,18.6,0.0
767,베이글 피자,46.9,36.6,87.8,50.0,91.5,23.1,39.6,53.8,10.6,13.7
768,샥슈카 ,11.2,2.8,22.1,30.8,33.2,107.0,7.7,22.3,39.9,2.0
769,오니기리,39.4,21.8,72.8,68.0,45.9,18.6,6.3,15.8,1.9,0.0
770,밥도그,49.6,43.1,69.4,62.5,58.6,119.8,16.2,8.9,6.0,0.0
771,피자바게트,42.2,29.5,41.7,9.6,62.7,7.1,29.7,23.7,44.0,0.0
772,감자옹심이,12.5,15.7,21.0,3.0,45.8,0.0,28.2,17.7,123.4,0.0
773,맨들스,56.0,47.4,34.5,95.8,21.7,196.4,6.8,35.0,1.3,0.0
774,감자조림,44.1,33.6,107.9,49.2,64.7,268.5,68.5,46.9,179.9,0.0
775,바나나 푸딩,16.8,9.3,7.7,43.9,2.4,19.7,3.5,17.4,5.8,0.0
776,깻잎지,2.2,2.3,4.3,1.9,57.9,4.5,9.0,4.3,12.4,0.0
777,상추비빔밥,20.5,23.8,31.3,13.2,15.3,99.8,14.7,10.9,13.7,0.0
779,퍼넬 케이크 ,14.1,12.9,21.1,12.3,52.9,53.5,5.1,40.2,1.0,0.0
780,단호박튀김,12.0,6.7,8.9,30.5,30.6,0.0,17.9,7.6,43.7,0.0
781,오레오 아이스크림 케이크 ,13.8,4.7,2.1,47.9,12.2,20.0,3.7,3.9,0.0,10.6
783,스모어,17.2,16.7,7.1,26.3,8.7,0.9,11.4,6.5,8.5,0.0
784,열무비빔국수,42.9,40.0,41.7,53.5,191.8,99.8,41.9,21.5,28.7,0.0
785,체리 팝콘,14.4,14.0,2.1,22.7,27.7,1.2,3.2,3.0,0.1,1.9
786,메밀전병,20.1,18.3,40.0,19.6,108.9,4.7,35.7,21.6,21.9,0.0
787,땅콩 호떡,28.4,25.0,33.8,38.1,6.1,49.9,18.6,23.9,0.0,0.0
788,충무김밥,33.0,30.4,83.7,24.3,52.2,133.8,38.4,28.0,37.8,14.0
789,레드벨벳 케이크,77.1,52.6,39.2,184.1,39.1,154.4,5.6,44.1,1.2,0.0
790,바나나 버터구이,10.8,14.4,3.6,9.0,2.1,4.4,21.2,4.3,17.2,0.0
791,스팸 & 참치 김밥,39.0,21.9,45.0,32.2,16.7,102.6,6.1,9.6,1.9,0.0
792,마약옥수수,20.1,18.4,24.4,31.4,5.6,10.5,21.6,6.5,0.0,0.0
793,토마토 치즈그라탕,11.6,8.5,14.1,8.0,25.6,5.0,21.5,6.5,101.9,0.3
794,야채죽,24.1,31.4,15.3,4.3,38.5,0.0,13.2,4.6,6.4,0.0
795,미니 버거 ,33.7,23.9,71.3,42.1,88.6,26.4,20.7,48.9,26.3,14.0
796,칠리새우,17.1,6.0,77.4,18.7,120.6,247.8,4.0,25.3,3.4,0.0
797,프리타타,18.5,4.0,42.5,44.9,35.7,211.2,8.6,39.6,55.4,0.0
799,계란말이,10.0,3.2,30.7,18.9,27.4,153.1,1.4,21.7,0.9,0.0
800,치즈 스테이크 샌드위치 ,73.4,49.2,152.3,101.7,132.6,56.1,34.5,54.1,8.1,0.4
801,매운닭발,29.1,4.7,46.2,85.8,49.3,55.0,3.9,5.8,5.7,0.0
802,닭볶음탕,49.4,15.7,157.7,90.0,131.4,105.9,22.2,12.6,32.2,0.0
803,데리야끼 치킨,22.5,8.8,108.8,19.7,226.3,58.5,2.6,7.9,1.0,0.0
804,삼겹살 샐러드,51.8,1.5,96.5,168.0,26.4,55.1,3.5,4.9,5.4,0.0
805,대패삼겹살구이,42.1,9.7,67.7,123.2,52.1,36.7,12.8,5.7,6.7,0.0
806,낙지볶음,9.6,8.4,14.8,12.3,50.2,12.6,17.5,4.9,47.8,0.0
807,기름떡볶이,20.3,22.0,12.0,22.4,17.7,0.0,38.4,2.3,4.4,0.0
808,궁중 떡볶이,26.7,23.9,24.9,33.9,68.0,61.2,12.3,5.5,55.4,0.0
809,까르보나라 떡볶이,58.0,18.8,69.4,122.2,80.8,64.3,32.1,63.9,177.7,0.0
810,연어까나페,28.7,12.1,49.5,64.6,56.2,53.1,9.0,6.0,14.9,0.0
811,참치 달걀 샌드위치,12.0,1.4,45.3,25.1,30.1,55.6,2.9,12.1,3.5,0.0
812,치킨 사테,17.2,5.0,108.6,8.0,6.6,58.5,6.1,3.6,26.0,0.0
813,스테이크와 매쉬드 포테이토,21.0,14.6,19.6,43.4,145.5,77.3,15.8,8.0,95.5,0.0
814,해물짜장면,33.0,35.8,66.6,7.4,133.7,103.1,32.4,14.9,15.5,0.0
815,라면 팟타이,41.4,21.0,24.8,104.2,137.9,3.5,24.5,6.7,7.4,0.0
816,왕돈가스,113.0,58.2,148.5,254.9,89.7,166.4,32.8,15.0,21.9,0.0
817,새우왕만두,15.6,9.5,47.4,16.3,31.0,41.7,8.0,12.8,3.0,0.0
819,부대찌개,40.0,27.0,24.2,22.7,64.2,6.6,28.0,19.7,12.4,0.0
820,오차즈케,24.4,21.2,26.0,4.6,2.0,5.2,3.4,16.5,0.0,0.0
821,에그타르트,25.5,23.0,26.5,32.9,17.3,101.1,2.8,24.6,0.9,0.0
822,리조또,34.2,28.9,66.8,39.4,55.7,27.2,21.2,80.1,11.1,0.0
